Opleidingscode|ISCEDF2013-detailgroep|ISCEDF2013-detailgroep omschrijving|ISCEDF2013-rubriek|ISCEDF2013-rubriek omschrijving
75079|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75080|0612|ontwerp en beheer van database en netwerken|061204|informatiemanagement
75081|0111|onderwijskunde|011101|onderwijskunde
75082|0321|journalistiek|032101|journalistiek
75083|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75084|0416|groothandel en detailhandel|041604|makelaardij, vastgoedkunde
75085|0416|groothandel en detailhandel|041604|makelaardij, vastgoedkunde
75086|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75087|1041|transport en logistiek|104101|(transport en) logistiek algemeen
75088|0542|statistiek|054202|actuariaat
75089|0919|gezondheidszorg overig|091901|gezondheidszorg overig
75090|0413|management bedrijfs- en personeelswetenschappen|041306|personeelswerk
75091|0612|ontwerp en beheer van database en netwerken|061204|informatiemanagement
75092|0111|onderwijskunde|011101|onderwijskunde
75093|0731|architectuur en stedebouwkunde|073103|bouwkundige architectuur, stedenbouw
75094|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75095|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
75096|0411|financieel management en belastingen|041101|financieel management en administratie
75097|0712|milieubescherming en milieutechnologie|071201|milieutechnologie
75098|0312|politicologie en maatschappijwetenschappen|031201|politicologie
75099|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
75100|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
75101|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75102|0223|filosofie en ethiek|022301|filosofie
75103|0914|medische diagnostiek en medische technologie|091407|radiologie, beeldvormende technieken
75104|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75105|0411|financieel management en belastingen|041101|financieel management en administratie
75106|0416|groothandel en detailhandel|041604|makelaardij, vastgoedkunde
75107|0421|recht|042105|fiscaal recht
75108|0731|architectuur en stedebouwkunde|073103|bouwkundige architectuur, stedenbouw
75109|0416|groothandel en detailhandel|041604|makelaardij, vastgoedkunde
75110|0416|groothandel en detailhandel|041604|makelaardij, vastgoedkunde
75111|0414|marketing en public relations|041401|marketing, commerciele economie
75112|0412|financiële dienstverlening|041201|geld- en bankzaken
75113|0421|recht|042102|internationaal recht
75114|0421|recht|042102|internationaal recht
75115|0421|recht|042105|fiscaal recht
75116|0421|recht|042104|juridisch bestuurlijk
75117|0542|statistiek|054202|actuariaat
75118|0421|recht|042102|internationaal recht
75119|1032|openbare orde en veiligheid|103201|beveiliging algemeen
75120|1032|openbare orde en veiligheid|103201|beveiliging algemeen
75121|0421|recht|042102|internationaal recht
75122|0421|recht|042105|fiscaal recht
75123|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75124|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75125|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75126|0919|gezondheidszorg overig|091901|gezondheidszorg overig
75127|0411|financieel management en belastingen|041103|belastingen
75128|0911|tandheelkunde|091101|tandarts
75129|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
75130|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
75131|0421|recht|042104|juridisch bestuurlijk
75132|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
75133|1041|transport en logistiek|104101|(transport en) logistiek algemeen
75134|0414|marketing en public relations|041401|marketing, commerciele economie
75135|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
75136|1041|transport en logistiek|104101|(transport en) logistiek algemeen
75137|0411|financieel management en belastingen|041101|financieel management en administratie
75138|0411|financieel management en belastingen|041101|financieel management en administratie
75139|0411|financieel management en belastingen|041101|financieel management en administratie
75140|0421|recht|042102|internationaal recht
75141|0421|recht|042102|internationaal recht
75142|0412|financiële dienstverlening|041201|geld- en bankzaken
75143|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75144|1021|openbare reiniging, waterbeheer en -distributie|102101|openbare reiniging, waterbeheer en -distributie
75145|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75146|0231|vreemde talen z.n.d.|023105|Spaans
75147|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75148|0111|onderwijskunde|011101|onderwijskunde
75149|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
75150|1032|openbare orde en veiligheid|103201|beveiliging algemeen
75151|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75152|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75153|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
75154|0712|milieubescherming en milieutechnologie|071201|milieutechnologie
75155|0731|architectuur en stedebouwkunde|073101|planologie
75156|0512|biochemie|051202|biomedische wetenschappen
75157|0731|architectuur en stedebouwkunde|073102|landmeetkunde
75158|0712|milieubescherming en milieutechnologie|071201|milieutechnologie
75159|0314|sociologie en culturele wetenschappen|031405|ontwikkelingskunde (regio)
75161|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
75163|0411|financieel management en belastingen|041101|financieel management en administratie
75165|0413|management bedrijfs- en personeelswetenschappen|041301|bestuurskunde algemeen
80001|0322|bibliotheek, documentaire informatievoorziening|032201|bibliotheek, archief
80002|0413|management bedrijfs- en personeelswetenschappen|041306|personeelswerk
80003|0322|bibliotheek, documentaire informatievoorziening|032201|bibliotheek, archief
80004|1011|huishoudkunde, facilitaire dienstverlening en reiniging|101102|facilitaire dienstverlening
80005|0711|scheikundige technologie en procestechniek|071104|chemische technologie
80006|0811|landbouw en veeteelt|081103|dierenteelt, -verzorging algemeen
80007|0413|management bedrijfs- en personeelswetenschappen|041309|office management (excl. managementassistentie)
80008|0411|financieel management en belastingen|041101|financieel management en administratie
80009|1015|toerisme en vrijetijdsbesteding|101501|toerisme
80010|0416|groothandel en detailhandel|041602|detailhandel
80011|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
80012|0811|landbouw en veeteelt|081102|planten-, groente en fruitteelt
80013|0411|financieel management en belastingen|041103|belastingen
80014|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
80015|0214|kunstnijverheid|021402|bloemschikken en overige kunstnijverheid
80016|0732|bouwkunde en civiele techniek|073201|weg- en waterbouw
80017|0713|elektro- en energietechniek|071301|elektrotechniek algemeen
80018|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
80019|0715|werktuigbouwkunde en metaalbewerking|071501|werktuigbouwkunde algemeen
80020|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
80021|0212|mode-, interieur- en industriële vormgeving|021203|binnenhuisarchitectuur
80022|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
80023|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
80024|0612|ontwerp en beheer van database en netwerken|061201|netwerk- en systeembeheer
80025|0913|verpleeg- en verloskunde|091302|medische assistentie
80026|1014|sport|101401|sport en bewegen algemeen
80027|0215|muziek en theater|021501|muziek
80028|0413|management bedrijfs- en personeelswetenschappen|041301|bestuurskunde algemeen
80029|0414|marketing en public relations|041401|marketing, commerciele economie
80030|0231|vreemde talen z.n.d.|023109|tolk-vertaler
80031|1015|toerisme en vrijetijdsbesteding|101503|vrijetijdsbesteding, recreatie
80032|0923|maatschappelijk werk en beroepskeuzewerk|092305|arbeidsbemiddeling
80033|0914|medische diagnostiek en medische technologie|091401|biomedische laboratoriumtechniek
80034|0732|bouwkunde en civiele techniek|073203|bouw
80035|0321|journalistiek|032102|communicatiewetenschappen
80036|0414|marketing en public relations|041401|marketing, commerciele economie
80037|0732|bouwkunde en civiele techniek|073209|bouwmanagement, aanneming, werkvoorbereiding
80038|0412|financiële dienstverlening|041201|geld- en bankzaken
80039|0713|elektro- en energietechniek|071303|installatietechniek (elektro) algemeen
80040|1015|toerisme en vrijetijdsbesteding|101503|vrijetijdsbesteding, recreatie
80041|1013|horeca|101301|horeca algemeen
80042|0732|bouwkunde en civiele techniek|073209|bouwmanagement, aanneming, werkvoorbereiding
80043|0413|management bedrijfs- en personeelswetenschappen|041305|bedrijfseconomie
80044|0811|landbouw en veeteelt|081104|rundveeteelt
80045|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
80046|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80047|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80048|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80049|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80050|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80051|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80052|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80053|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80054|0114|lerarenopleiding algemene en beroepsgerichte vakken|011424|boekhouden
80055|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80056|0114|lerarenopleiding algemene en beroepsgerichte vakken|011428|verzorging
80057|0114|lerarenopleiding algemene en beroepsgerichte vakken|011422|economie
80058|0114|lerarenopleiding algemene en beroepsgerichte vakken|011402|engels
80059|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
80060|0114|lerarenopleiding algemene en beroepsgerichte vakken|011412|psychologie, pedagogiek, andragogiek
80061|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80062|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80063|0114|lerarenopleiding algemene en beroepsgerichte vakken|011417|informatica
80064|0114|lerarenopleiding algemene en beroepsgerichte vakken|011420|agrarisch
80065|0411|financieel management en belastingen|041101|financieel management en administratie
80066|0732|bouwkunde en civiele techniek|073202|verkeerskunde
80067|0716|voertuigtechniek, scheepsbouw- en vliegtuigbouwkunde|071605|scheepsbouwkunde
80068|0731|architectuur en stedebouwkunde|073104|landschapsarchitectuur
80069|0712|milieubescherming en milieutechnologie|071201|milieutechnologie
80070|0811|landbouw en veeteelt|081101|land(akker)bouw algemeen
80071|0612|ontwerp en beheer van database en netwerken|061201|netwerk- en systeembeheer
80072|1015|toerisme en vrijetijdsbesteding|101501|toerisme
80073|0413|management bedrijfs- en personeelswetenschappen|041306|personeelswerk
80074|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
80075|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
80076|0715|werktuigbouwkunde en metaalbewerking|071507|werktuigkundig tekenaars, constructeurs
80077|0716|voertuigtechniek, scheepsbouw- en vliegtuigbouwkunde|071602|auto-, motorfietstechniek
80078|0213|beeldende kunst, kunstgeschiedenis|021302|beeldende kunst
80079|0710|techniek en technische dienstverlening z.n.d.|071000|techniek en technische dienstverlening z.n.d.
80080|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
80081|0111|onderwijskunde|011102|pedagogiek, andragogiek
80082|1015|toerisme en vrijetijdsbesteding|101501|toerisme
80083|0612|ontwerp en beheer van database en netwerken|061201|netwerk- en systeembeheer
80084|0914|medische diagnostiek en medische technologie|091401|biomedische laboratoriumtechniek
80085|0215|muziek en theater|021502|theater
80086|0921|gehandicaptenzorg voor volwassenen en bejaarden- en gezinszorg|092103|gehandicaptenzorg, sociaal-pedagogisch werk
80087|0923|maatschappelijk werk en beroepskeuzewerk|092305|arbeidsbemiddeling
80088|1015|toerisme en vrijetijdsbesteding|101503|vrijetijdsbesteding, recreatie
80089|0416|groothandel en detailhandel|041602|detailhandel
80090|0923|maatschappelijk werk en beroepskeuzewerk|092302|sociaal-juridische dienstverlening
80091|0710|techniek en technische dienstverlening z.n.d.|071000|techniek en technische dienstverlening z.n.d.
80092|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
80093|0412|financiële dienstverlening|041201|geld- en bankzaken
80094|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
80095|0922|jeugdpedagogisch werk en kinderverzorging|092201|jeugdpedagogisch werk en kinderverzorging
80096|0414|marketing en public relations|041401|marketing, commerciele economie
80097|0731|architectuur en stedebouwkunde|073104|landschapsarchitectuur
80098|0114|lerarenopleiding algemene en beroepsgerichte vakken|011421|techniek
80099|0411|financieel management en belastingen|041101|financieel management en administratie
80100|0414|marketing en public relations|041401|marketing, commerciele economie
80101|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
